COG ID	COG Name	Isolate Genome Count	Metagenome Count	
COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family	16268	6043	
COG3012	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains	19063	6312	
COG3013	Uncharacterized protein YfbU, UPF0304 family	9896	3977	
COG3014	Uncharacterized protein	3803	5422	
COG3015	Uncharacterized lipoprotein NlpE involved in copper resistance	10954	4773	
COG3016	Uncharacterized iron-regulated protein	6755	5995	
COG3017	Outer membrane lipoprotein LolB, involved in outer membrane biogenesis	17477	5771	
COG3018	Uncharacterized protein	3345	4609	
COG3019	Uncharacterized conserved protein	8073	5820	
COG3021	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	16215	5889	
COG3022	Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family	26302	6421	
COG3023	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	16096	6816	
COG3024	Endogenous inhibitor of DNA gyrase, YacG/DUF329 family	18096	5972	
COG3025	Inorganic triphosphatase YgiF, contains CYTH and CHAD domains	14267	6053	
COG3026	Negative regulator of sigma E activity	13832	6143	
COG3027	Cell division protein ZapA, inhibits GTPase activity of FtsZ	27967	6726	
COG3028	Ribosomal 50S subunit-associated protein YjgA (function unknown), DUF615 family	17543	5804	
COG3029	Fumarate reductase subunit C	12217	4351	
COG3030	Protein affecting phage T7 exclusion by the F plasmid, UPF0716 family	21099	5809	
COG3031	Type II secretory pathway, component PulC	8272	5567	
COG3033	Tryptophanase	7562	6373	
COG3034	Murein L,D-transpeptidase YafK	11148	6301	
COG3036	Stalled ribosome alternative rescue factor ArfA	9584	2507	
COG3037	Ascorbate-specific PTS system EIIC-type component UlaA	20478	5126	
COG3038	Cytochrome b561	20121	6083	
COG3039	Transposase and inactivated derivatives, IS5 family	7041	6511	
COG3040	Bacterial lipocalin	16434	5937	
COG3041	mRNA-degrading endonuclease (mRNA interferase) YafQ, toxin component of the YafQ-DinJ toxin-antitoxin module	9327	5880	
COG3042	Putative hemolysin	12207	4126	
COG3043	Nitrate reductase cytochrome c-type subunit	10405	4938	
COG3044	Predicted ATPase of the ABC class	2910	5299	
COG3045	Periplasmic catabolite regulation protein CreA (function unknown)	15013	5517	
COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	6726	5408	
COG3047	Outer membrane protein W	17700	6197	
COG3048	D-serine dehydratase	13290	4986	
COG3049	Penicillin V acylase or related amidase, Ntn superfamily	14892	5719	
COG3050	DNA polymerase III, psi subunit	9766	3116	
COG3051	Citrate lyase, alpha subunit	10327	5623	
COG3052	Citrate lyase, gamma subunit	10981	4244	
COG3053	Citrate lyase synthetase	10098	4993	
COG3054	Predicted transcriptional regulator	9697	4692	
COG3055	N-acetylneuraminic acid mutarotase	7760	6461	
COG3056	Uncharacterized lipoprotein YajG	10796	5125	
COG3057	Negative regulator of replication initiation	10108	4212	
COG3058	Formate dehydrogenase maturation protein FdhE	11083	5682	
COG3059	Uncharacterized membrane protein YkgB	9110	5054	
COG3060	Transcriptional regulator of met regulon	10116	3693	
COG3061	Cell envelope opacity-associated protein A (function unknown)	8583	4494	
COG3062	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB	10530	4332	
COG3063	Tfp pilus assembly protein PilF	16019	7293	
COG3064	Membrane protein involved in colicin uptake	8443	6417	
COG3065	Starvation-inducible outer membrane lipoprotein	10762	5515	
COG3066	DNA mismatch repair protein MutH	11052	4781	
COG3067	Na+/H+ antiporter NhaB	10900	5165	
COG3068	Uncharacterized protein YjaG, DUF416 family	10361	4201	
COG3069	C4-dicarboxylate transporter	10670	4940	
COG3070	Transcriptional regulator of competence genes, TfoX/Sxy family	19306	5725	
COG3071	Uncharacterized conserved protein HemY, contains two TPR repeats	17277	6788	
COG3072	Adenylate cyclase	11690	5382	
COG3073	Negative regulator of sigma E activity	13748	5818	
COG3074	Cell division protein ZapB, interacts with FtsZ	9827	3293	
COG3075	Anaerobic glycerol-3-phosphate dehydrogenase	9418	5607	
COG3076	Regulator of RNase E activity RraB	11584	3906	
COG3077	Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module	13886	5896	
COG3078	Ribosome assembly protein YihI, activator of Der GTPase	10039	3415	
COG3079	Uncharacterized conserved protein YgfB, UPF0149 family	15267	5297	
COG3080	Fumarate reductase subunit D	12192	4219	
COG3081	Nucleoid-associated protein YejK (function unknown)	12371	4994	
COG3082	Uncharacterized conserved protein YejL, UPF0352 family	10120	2439	
COG3083	Membrane-anchored periplasmic protein YejM, alkaline phosphatase superfamily	11095	6067	
COG3084	Uncharacterized protein YihD, DUF1040 family	9799	2858	
COG3085	Uncharacterized conserved protein YifE, UPF0438 family	9984	3677	
COG3086	Positive regulator of sigma E activity	13441	5746	
COG3087	Cell division protein FtsN	14450	6585	
COG3088	Cytochrome c-type biogenesis protein CcmH/NrfF	16987	6382	
COG3089	Uncharacterized conserved protein YheU, UPF0270 family	12109	4309	
COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	16123	6455	
COG3091	Predicted Zn-dependent metalloprotease, SprT family	23315	5657	
COG3092	Uncharacterized membrane protein YfbV, UPF0208 family	10127	3563	
COG3093	Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain	12318	6776	
COG3094	Uncharacterized membrane protein SirB2	11775	4680	
COG3095	Chromosome condensin MukBEF, MukE localization factor	9967	3956	
COG3096	Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB [Escherichia coli str. K-12 substr. MG1655	9602	5663	
COG3097	Uncharacterized protein YqfB, UPF0267 family	9103	3164	
COG3098	Uncharacterized conserved protein YqcC, DUF446 family	12200	3888	
COG3099	Uncharacterized conserved protein YciU, UPF0263 family	9937	2722	
COG3100	Uncharacterized conserved protein YcgL, UPF0745 family	13787	4394	
COG3101	Elongation factor P hydroxylase (EF-P beta-lysylation pathway)	12009	4314	
COG3102	Uncharacterized conserved protein YecM, predicted metalloenzyme	9884	4117	
COG3103	Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family	12942	6482	
COG3104	Dipeptide/tripeptide permease	29032	6980	
COG3105	Uncharacterized membrane-anchored protein YhcB, DUF1043 family	12169	5213	
COG3106	Predicted ATPase, YcjX-like family	11886	5394	
COG3107	Outer membrane lipoprotein LpoA, binds and activates PBP1a	9470	6082	
COG3108	Uncharacterized conserved protein YcbK, DUF882 family	12712	6525	
COG3109	sRNA-binding protein	10976	5279	
COG3110	Uncharacterized conserved protein YccT, UPF0319 family	10370	3891	
COG3111	Predicted periplasmic protein YdeI with OB-fold, BOF family	12631	4937	
COG3112	Uncharacterized protein YacL, UPF0231 family	10053	3179	
COG3113	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, MlaB component, contains STAS domain	13994	5860	
COG3114	Heme exporter protein D	12945	5384	
COG3115	Cell division protein ZipA, interacts with FtsZ	13747	6228	
COG3116	Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ	17222	5797	
COG3117	Lipopolysaccharide export system protein LptC	18295	6115	
COG3118	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains	22627	7511	
COG3119	Arylsulfatase A or related enzyme	23945	7040	
COG3120	Macrodomain Ter protein organizer, MatP/YcbG family	9639	3040	
COG3121	P pilus assembly protein, chaperone PapD	14771	5309	
COG3122	Uncharacterized conserved protein YaiL, DUF2058 family	13117	4861	
COG3123	Uncharacterized conserved protein YaiE, UPF0345 family	15984	5113	
COG3124	Acyl carrier protein phosphodiesterase	12983	5414	
COG3125	Heme/copper-type cytochrome/quinol oxidase, subunit 4	23748	5051	
COG3126	Uncharacterized lipoprotein YbaY	12112	4610	
COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	20541	6788	
COG3128	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	11118	5365	
COG3129	23S rRNA A1618 N6-methylase RlmF	12504	4961	
COG3130	Ribosome modulation factor	7368	3485	
COG3131	Periplasmic glucans biosynthesis protein	12378	5467	
COG3132	Uncharacterized conserved protein YceH, UPF0502 family	13430	5345	
COG3133	Outer membrane lipoprotein SlyB	14335	6287	
COG3134	Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain	11688	6210	
COG3135	Predicted benzoate:H+ symporter BenE	15469	5137	
COG3136	Uncharacterized membrane protein, GlpM family	11056	3044	
COG3137	Putative salt-induced outer membrane protein YdiY	11500	5269	
COG3138	Arginine/ornithine N-succinyltransferase beta subunit	14477	5138	
COG3139	Uncharacterized conserved protein YeaC, DUF1315 family	13263	3327	
COG3140	Uncharacterized conserved protein YoaH, UPF0181 family	9547	2029	
COG3141	dsDNA-binding SOS-regulon protein, induction by DNA damage requires cAMP	11100	3027	
COG3142	Copper homeostasis protein CutC	20575	6017	
COG3143	Chemotaxis regulator CheZ, phosphatase of CheY~P	13542	5389	
COG3144	Flagellar hook-length control protein FliK	12933	6045	
COG3145	Alkylated DNA repair dioxygenase AlkB	22582	5782	
COG3146	Predicted N-acyltransferase	8794	6034	
COG3147	Cell division protein DedD (periplasmic protein involved in septation)	15021	6554	
COG3148	Uncharacterized conserved protein YfiP, DTW domain	12875	4883	
COG3149	Type II secretory pathway, component PulM	11203	4861	
COG3150	Predicted esterase YcpF, UPF0227 family	15602	5744	
COG3151	Uncharacterized protein YqiB, DUF1249 family	12667	4857	
COG3152	Uncharacterized membrane protein YhaH, DUF805 family	24925	6312	
COG3153	Predicted N-acetyltransferase YhbS	29612	6811	
COG3154	Predicted lipid carrier protein YhbT, SCP2 domain	12554	4835	
COG3155	Enhancing lycopene biosynthesis protein 2	12019	5143	
COG3156	Type II secretory pathway, component PulK	13348	5861	
COG3157	Type VI protein secretion system component Hcp (secreted cytotoxin)	15078	6068	
COG3158	K+ transporter	21100	6798	
COG3159	Uncharacterized conserved protein YigA, DUF484 family	15484	5875	
COG3160	Regulator of sigma D	11654	4141	
COG3161	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	19431	5525	
COG3162	Uncharacterized membrane protein, DUF485 family	16719	5409	
COG3164	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains	14475	6171	
COG3165	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain	17291	5568	
COG3166	Tfp pilus assembly protein PilN	18468	6405	
COG3167	Tfp pilus assembly protein PilO	10188	6456	
COG3168	Tfp pilus assembly protein PilP	8020	5912	
COG3169	Uncharacterized conserved protein, DUF486 family	7328	4968	
COG3170	Tfp pilus assembly protein FimV	4203	6269	
COG3171	Uncharacterized conserved protein YggL, DUF469 family	11562	4074	
COG3172	Nicotinamide riboside kinase	15034	5590	
COG3173	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	17385	6664	
COG3174	Uncharacterized membrane protein, DUF4010 family	5510	5316	
COG3175	Cytochrome c oxidase assembly protein Cox11	8329	5689	
COG3176	Putative hemolysin	16136	6341	
COG3177	Fic family protein	20832	6794	
COG3178	Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family	11027	6388	
COG3179	Predicted chitinase	7404	5787	
COG3180	Uncharacterized membrane protein AbrB, regulator of aidB expression	18431	5660	
COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	13243	6618	
COG3182	Uncharacterized iron-regulated membrane protein	19785	6188	
COG3183	Predicted restriction endonuclease, HNH family	1939	5943	
COG3184	Uncharacterized protein	6069	5541	
COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	14109	6885	
COG3186	Phenylalanine-4-hydroxylase	8211	5643	
COG3187	Heat shock protein HslJ	18730	5989	
COG3188	Outer membrane usher protein FimD/PapC	14548	6078	
COG3189	Uncharacterized conserved protein YeaO, DUF488 family	25611	6047	
COG3190	Flagellar biogenesis protein FliO	16074	6006	
COG3191	L-aminopeptidase/D-esterase	11202	6437	
COG3192	Ethanolamine transporter EutH, required for ethanolamine utilization at low pH	9087	4434	
COG3193	Uncharacterized conserved protein GlcG, DUF336 family	14951	6677	
COG3194	Ureidoglycolate hydrolase (allantoin degradation)	11858	5208	
COG3195	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase	10599	5496	
COG3196	Uncharacterized protein CbrC, UPF0167 family	5184	4174	
COG3197	Uncharacterized protein, possibly involved in nitrogen fixation	9954	5387	
COG3198	Uncharacterized protein	4787	5032	
COG3199	Predicted polyphosphate- or ATP-dependent NAD kinase	2771	5384	
COG3200	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II	12672	6259	
COG3201	Nicotinamide riboside transporter PnuC	22928	6112	
COG3202	ATP/ADP translocase	2652	5570	
COG3203	Outer membrane protein (porin)	15502	6689	
COG3204	Uncharacterized protein YjiK	7259	5397	
COG3205	Uncharacterized membrane protein	5477	5059	
COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	18711	7074	
COG3207	Pyoverdine/dityrosine biosynthesis protein Dit1	2374	3875	
COG3208	Surfactin synthase thioesterase subunit	12377	5952	
COG3209	Uncharacterized conserved protein RhaS, contains 28 RHS repeats	14774	6487	
COG3210	Large exoprotein involved in heme utilization or adhesion	1917	4533	
COG3211	Secreted phosphatase, PhoX family	9722	6032	
COG3212	Uncharacterized membrane protein YkoI	12131	6236	
COG3213	Uncharacterized protein involved in response to NO	6605	5500	
COG3214	Uncharacterized conserved protein YcaQ, contains winged helix DNA-binding domain	15070	5491	
COG3215	Tfp pilus assembly protein PilZ	5983	5458	
COG3216	Uncharacterized conserved protein, DUF2062 family	9162	5793	
COG3217	Uncharacterized conserved protein YcbX, contains MOSC and Fe-S domains	17087	5985	
COG3218	ABC-type uncharacterized transport system, auxiliary component	7213	5121	
COG3219	Uncharacterized protein	3480	4977	
COG3220	Uncharacterized conserved protein, UPF0276 family	8670	6029	
COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	24997	6858	
COG3222	Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family	6679	5849	
COG3223	Phosphate starvation-inducible membrane PsiE (function unknown)	14570	5033	
COG3224	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme	5044	5122	
COG3225	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component	4361	6421	
COG3226	DNA-binding transcriptional regulator YbjK	12978	5040	
COG3227	Zn-dependent metalloprotease	12372	6081	
COG3228	Mlc titration factor MtfA, regulates ptsG expression	13361	5315	
COG3230	Heme oxygenase	5442	4508	
COG3231	Aminoglycoside phosphotransferase	9593	4805	
COG3232	5-carboxymethyl-2-hydroxymuconate isomerase	12526	4570	
COG3233	Predicted deacetylase	4814	4952	
COG3234	Uncharacterized conserved protein YfaT, DUF1175 family	4301	3951	
COG3235	Uncharacterized membrane protein	4738	4153	
COG3236	Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family	7261	5894	
COG3237	Uncharacterized conserved protein YjbJ, UPF0337 family	21265	5791	
COG3238	Uncharacterized membrane protein YdcZ, DUF606 family	21941	5670	
COG3239	Fatty acid desaturase	18512	6399	
COG3240	Phospholipase/lecithinase/hemolysin	8258	5411	
COG3241	Azurin	4415	5409	
COG3242	Uncharacterized conserved protein YjeT, DUF2065 family	13555	5341	
COG3243	Poly(3-hydroxyalkanoate) synthetase	13771	6402	
COG3245	Cytochrome c5	6988	5878	
COG3246	Uncharacterized conserved protein, DUF849 family	10381	6494	
COG3247	Uncharacterized membrane protein HdeD, DUF308 family	25300	6402	
COG3248	Nucleoside-specific outer membrane channel protein Tsx	12587	4204	
COG3249	Uncharacterized protein	4539	4479	
COG3250	Beta-galactosidase/beta-glucuronidase	17500	7091	
COG3251	Uncharacterized conserved protein YbdZ, MbtH family	15580	4729	
COG3252	Methenyltetrahydromethanopterin cyclohydrolase	1152	5090	
COG3253	Chlorite dismutase	13611	5836	
COG3254	L-rhamnose mutarotase	14433	5970	
COG3255	Putative sterol carrier protein	4484	6165	
COG3256	Nitric oxide reductase large subunit	4489	6188	
COG3257	Uncharacterized protein, possibly involved in glyoxylate utilization	8669	5533	
COG3258	Cytochrome c	4256	6324	
COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	2883	5897	
COG3260	Ni,Fe-hydrogenase III small subunit	13287	5622	
COG3261	Ni,Fe-hydrogenase III large subunit	13413	6214	
COG3262	Ni,Fe-hydrogenase III component G	321	4925	
COG3263	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains	16053	6463	
COG3264	Small-conductance mechanosensitive channel	14612	7037	
COG3265	Gluconate kinase	19505	5857	
COG3266	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	9619	5399	
COG3267	Type II secretory pathway, component ExeA (predicted ATPase)	10435	6569	
COG3268	Uncharacterized conserved protein, related to short-chain dehydrogenases	9032	5878	
COG3269	Predicted RNA-binding protein, contains TRAM domain	592	4303	
COG3270	Ribosome biogenesis protein, NOL1/NOP2/fmu family	285	5077	
